split,group_col,group_value,rows,accuracy,macro_f1,f1_label_1,recall_label_1,precision_label_1,roc_auc,pr_auc
train,data_origin,external_curated,351,0.9772079772079773,0.4942363112391931,0.0,0.0,0.0,,
train,data_origin,external_real,350,0.9857142857142858,0.49640287769784175,0.0,0.0,0.0,,
train,data_origin,paraphrased,3333,0.9897989798979898,0.4974366706875754,0.9948733413751508,0.9897989798979898,1.0,,
train,data_origin,real,1281,0.9359875097580016,0.8156303972366148,0.6666666666666666,0.6721311475409836,0.6612903225806451,0.9545538126423287,0.7428951749811035
train,data_origin,synthetic,1506,0.9833997343957503,0.7180092124480395,0.4444444444444444,1.0,0.2857142857142857,0.9990641711229946,0.9416666666666667
train,data_origin,synthetic_hard_negative,391,0.8772378516624041,0.4673024523160763,0.9346049046321526,0.8772378516624041,1.0,,
train,category,BHXH / Trợ cấp giả,496,0.9858870967741935,0.4964467005076142,0.9928934010152284,0.9858870967741935,1.0,,
train,category,Crypto / Đầu tư giả,491,0.9837067209775967,0.49589322381930184,0.9917864476386037,0.9837067209775967,1.0,,
train,category,Cờ bạc / Betting,502,0.9741035856573705,0.4934409687184662,0.9868819374369324,0.9741035856573705,1.0,,
train,category,Dịch vụ công giả,423,0.9527186761229315,0.48789346246973364,0.9757869249394673,0.9527186761229315,1.0,,
train,category,Dịch vụ công thật,229,0.8951965065502183,0.47235023041474655,0.0,0.0,0.0,,
train,category,Dịch vụ y tế,156,0.9807692307692307,0.49514563106796117,0.0,0.0,0.0,,
train,category,Giả mạo ngân hàng,375,0.9306666666666666,0.48204419889502764,0.9640883977900553,0.9306666666666666,1.0,,
train,category,Khác,445,0.9235955056179775,0.921823330026455,0.91005291005291,0.8958333333333334,0.9247311827956989,0.9651679841897234,0.9358313554189142
train,category,Ngân hàng thật,291,0.9759450171821306,0.49391304347826087,0.0,0.0,0.0,,
train,category,Nội dung nhạy cảm,485,0.9835051546391752,0.49584199584199584,0.9916839916839917,0.9835051546391752,1.0,,
train,category,P2P hard negative,351,0.9772079772079773,0.4942363112391931,0.0,0.0,0.0,,
train,category,P2P hội thoại thông thường,350,0.9857142857142858,0.49640287769784175,0.0,0.0,0.0,,
train,category,Quảng cáo hợp lệ,237,0.9704641350210971,0.4925053533190578,0.0,0.0,0.0,,
train,category,Thương mại điện tử,190,0.9894736842105263,0.4973544973544973,0.0,0.0,0.0,,
train,category,Tin nhắn cá nhân và OTP,416,0.9951923076923077,0.4987951807228916,0.0,0.0,0.0,,
train,category,Tuyển dụng giả,522,0.9923371647509579,0.4980769230769231,0.9961538461538462,0.9923371647509579,1.0,,
train,category,Viễn thông,676,0.9911242603550295,0.49777117384843983,0.0,0.0,0.0,,
train,category,Vận chuyển,207,0.9903381642512077,0.4975728155339806,0.0,0.0,0.0,,
train,category,Đòi nợ / Đe dọa,370,0.9567567567567568,0.4889502762430939,0.9779005524861878,0.9567567567567568,1.0,,
train,sender_type,brandname,2714,0.9554163596168017,0.9425855205520144,0.9154437456324249,0.916083916083916,0.914804469273743,0.9900677611533039,0.9731457306698148
train,sender_type,personal_number,3791,0.9807438670535479,0.9744991501805377,0.9871184047997177,0.9803715387311602,0.9939587775408671,0.9973510097103486,0.999143908525175
train,sender_type,shortcode,707,0.9886845827439887,0.988256399182765,0.986013986013986,0.9791666666666666,0.9929577464788732,0.9996519490851233,0.9995114917250879
train,has_url,0,3764,0.9659936238044633,0.961007382660056,0.9470636889991728,0.9385245901639344,0.9557595993322203,0.9924760284565419,0.9859868710479106
train,has_url,1,3448,0.978538283062645,0.9704489820121821,0.9859101294744859,0.9821699544764795,0.9896788990825688,0.9972248592807433,0.9991308807438511
train,has_phone_number,0,5313,0.969132316958404,0.9691099394771323,0.9699413489736071,0.9639344262295082,0.9760236075248986,0.995737648173683,0.9962566933635655
train,has_phone_number,1,1899,0.9799894681411269,0.979423298020859,0.982836495031617,0.9792979297929792,0.986400725294651,0.9969045127863041,0.9977215136336223
train,obfuscation_level,Level 0 - Formal,2383,0.9689467058329836,0.49211423699914747,0.9842284739982949,0.9689467058329836,1.0,,
train,obfuscation_level,Level 1 - Leet nhẹ,201,0.9850746268656716,0.49624060150375937,0.9924812030075187,0.9850746268656716,1.0,,
train,obfuscation_level,Level 2 - Leet nặng,545,0.926605504587156,0.48095238095238096,0.9619047619047619,0.926605504587156,1.0,,
train,obfuscation_level,Level 3 - Dot/Dash,99,0.98989898989899,0.49746192893401014,0.9949238578680203,0.98989898989899,1.0,,
train,obfuscation_level,Level 4 - Mixed special characters,548,0.9927007299270073,0.4981684981684982,0.9963369963369964,0.9927007299270073,1.0,,
train,obfuscation_level,Level 5 - Extreme noise,80,1.0,1.0,1.0,1.0,1.0,,
train,obfuscation_level,NONE,3356,0.9761620977353993,0.4939686369119421,0.0,0.0,0.0,,
val,data_origin,external_curated,50,0.98,0.494949494949495,0.0,0.0,0.0,,
val,data_origin,external_real,50,0.98,0.494949494949495,0.0,0.0,0.0,,
val,data_origin,paraphrased,434,0.9930875576036866,0.4982658959537572,0.9965317919075144,0.9930875576036866,1.0,,
val,data_origin,real,385,0.9298701298701298,0.8095770210115592,0.6582278481012658,0.7027027027027027,0.6190476190476191,0.9389561975768872,0.6483653558761039
val,data_origin,synthetic,201,0.9800995024875622,0.4949748743718593,0.0,0.0,0.0,,
val,data_origin,synthetic_hard_negative,66,0.8333333333333334,0.45454545454545453,0.9090909090909091,0.8333333333333334,1.0,,
val,category,BHXH / Trợ cấp giả,67,0.9850746268656716,0.49624060150375937,0.9924812030075187,0.9850746268656716,1.0,,
val,category,Crypto / Đầu tư giả,63,1.0,1.0,1.0,1.0,1.0,,
val,category,Cờ bạc / Betting,70,0.9714285714285714,0.4927536231884058,0.9855072463768116,0.9714285714285714,1.0,,
val,category,Dịch vụ công giả,57,0.9473684210526315,0.4864864864864865,0.972972972972973,0.9473684210526315,1.0,,
val,category,Dịch vụ công thật,46,0.8043478260869565,0.4457831325301205,0.0,0.0,0.0,,
val,category,Dịch vụ y tế,21,1.0,1.0,0.0,0.0,0.0,,
val,category,Giả mạo ngân hàng,57,0.8771929824561403,0.4672897196261682,0.9345794392523364,0.8771929824561403,1.0,,
val,category,Khác,111,0.8738738738738738,0.8516042780748663,0.7941176470588235,0.7714285714285715,0.8181818181818182,0.943984962406015,0.9084354520206086
val,category,Ngân hàng thật,50,0.98,0.494949494949495,0.0,0.0,0.0,,
val,category,Nội dung nhạy cảm,64,0.953125,0.488,0.976,0.953125,1.0,,
val,category,P2P hard negative,50,0.98,0.494949494949495,0.0,0.0,0.0,,
val,category,P2P hội thoại thông thường,50,0.98,0.494949494949495,0.0,0.0,0.0,,
val,category,Quảng cáo hợp lệ,43,0.9767441860465116,0.49411764705882355,0.0,0.0,0.0,,
val,category,Thương mại điện tử,25,0.96,0.4897959183673469,0.0,0.0,0.0,,
val,category,Tin nhắn cá nhân và OTP,80,0.9875,0.4968553459119497,0.0,0.0,0.0,,
val,category,Tuyển dụng giả,73,1.0,1.0,1.0,1.0,1.0,,
val,category,Viễn thông,179,0.994413407821229,0.49859943977591037,0.0,0.0,0.0,,
val,category,Vận chuyển,29,1.0,1.0,0.0,0.0,0.0,,
val,category,Đòi nợ / Đe dọa,51,0.9803921568627451,0.49504950495049505,0.9900990099009901,0.9803921568627451,1.0,,
val,sender_type,brandname,517,0.9497098646034816,0.924938574938575,0.8818181818181818,0.9065420560747663,0.8584070796460177,0.9824709368589012,0.9231249751985771
val,sender_type,personal_number,537,0.9646182495344506,0.9564987529045599,0.9752925877763329,0.9615384615384616,0.9894459102902374,0.9954125239839526,0.9983837166355483
val,sender_type,shortcode,132,0.9848484848484849,0.982310372554275,0.975609756097561,1.0,0.9523809523809523,0.9991847826086956,0.9981242182614134
val,has_url,0,622,0.9501607717041801,0.9386944674952229,0.9121813031161473,0.9096045197740112,0.9147727272727273,0.982466831714594,0.9526808709747339
val,has_url,1,564,0.9716312056737588,0.9693457435967117,0.9777158774373259,0.975,0.9804469273743017,0.9960375816993464,0.9978812679158338
val,has_phone_number,0,848,0.9563679245283019,0.9558596162476454,0.9511228533685601,0.9549071618037135,0.9473684210526315,0.9903810955864546,0.9866640976646123
val,has_phone_number,1,338,0.9704142011834319,0.9702642784248865,0.9681528662420382,0.95,0.987012987012987,0.9919592696629214,0.9928605538694124
val,obfuscation_level,Level 0 - Formal,327,0.9663608562691132,0.49144634525660963,0.9828926905132193,0.9663608562691132,1.0,,
val,obfuscation_level,Level 1 - Leet nhẹ,30,0.8666666666666667,0.4642857142857143,0.9285714285714286,0.8666666666666667,1.0,,
val,obfuscation_level,Level 2 - Leet nặng,79,0.9240506329113924,0.48026315789473684,0.9605263157894737,0.9240506329113924,1.0,,
val,obfuscation_level,Level 3 - Dot/Dash,14,1.0,1.0,1.0,1.0,1.0,,
val,obfuscation_level,Level 4 - Mixed special characters,78,0.9487179487179487,0.4868421052631579,0.9736842105263158,0.9487179487179487,1.0,,
val,obfuscation_level,Level 5 - Extreme noise,9,1.0,1.0,1.0,1.0,1.0,,
val,obfuscation_level,NONE,649,0.9661016949152542,0.49137931034482757,0.0,0.0,0.0,,
test_real,data_origin,real,385,0.922077922077922,0.758044243338361,0.5588235294117647,0.5135135135135135,0.6129032258064516,0.9118515066790929,0.6238976266021158
test_real,category,BHXH / Trợ cấp giả,2,1.0,1.0,1.0,1.0,1.0,,
test_real,category,Cờ bạc / Betting,8,0.25,0.2,0.4,0.25,1.0,,
test_real,category,Dịch vụ công giả,2,1.0,1.0,1.0,1.0,1.0,,
test_real,category,Dịch vụ công thật,26,0.7692307692307693,0.43478260869565216,0.0,0.0,0.0,,
test_real,category,Giả mạo ngân hàng,10,0.5,0.3333333333333333,0.6666666666666666,0.5,1.0,,
test_real,category,Khác,83,0.927710843373494,0.7305194805194806,0.5,0.42857142857142855,0.6,0.8909774436090225,0.650283446712018
test_real,category,Ngân hàng thật,19,0.8947368421052632,0.4722222222222222,0.0,0.0,0.0,,
test_real,category,Nội dung nhạy cảm,2,0.0,0.0,0.0,0.0,0.0,,
